cik,name,sic,st
1322221,"Banc of America Funding Corp. 2005-2 Trust",6189,MD
1322223,"Park Place Securities, Inc., Asset-Backed Pass-Through Certificates, Series 2005-WLL1",6189,CA
1322229,"Hartford Life Global Funding Trust 2005-040",6189,CT
1322237,"CWABS INC ASSET BACKED CERTIFICATES SERIES 2005-3",6189,CA
1322239,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2005-FA3",6189,TX
1322242,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2005-AA3",6189,TX
1322263,"Hartford Life Global Funding Trust 2005-042",6189,CT
1322270,"Hartford Life Global Funding Trust 2005-043",6189,CT
1322319,"RAMP Series 2005-RS3 Trust",6189,MN
1322322,"GSR Mortgage Loan Trust 2005-3F",6189,NY
1322323,"Greenpoint Mortgage Funding Trust 2005-HE1",6189,CT
1322324,"J.P. MORGAN MORTGAGE TRUST 2005-A2",6189,NY
1322352,"CSFB HOME EQUITY MORTGAGE TRUST 2005-2",6189,NY
1322359,"CSFB Adjustable Rate Mortgage Trust 2005-3",6189,NY
1322361,"MASTR Adjustable Rate Mortgages Trust 2005-3",6189,NY
1322362,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2005-AC2",6189,NY
1322363,"ABFC Asset-Backed Certificates, Series 2005-HE1",6189,NC
1322364,"Structured Adjustable Rate Mortgage Loan Trust 2005-8XS",6189,NY
1322365,"SABR TRUST 2005-EC1",6189,NY
1322368,"RAMP Series 2005-RZ1 Trust",6189,MN
1322456,"RALI Series 2005-QA3 Trust",6189,MN
1322457,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2005-2",6189,TX
1322458,"IndyMac MBS, Inc. Residential Asset Securitization Trust 2005-A3",6189,CA
1322496,"GSR Mortgage Loan Trust 2005-AR2",6189,NY
1322497,"HomeBanc Mortgage Trust 2005-2",6189,GA
1322506,"RENAISSANCE HOME EQUITY LOAN TRUST 2005-1",6189,NY
1322507,"Home Equity Asset Trust 2005-2",6189,NY
1322508,"Morgan Stanley Mortgage Loan Trust 2005-2AR",6189,NY
1322521,"Banc of America Funding Corp. Mortgage Pass-Through Certificates Series 2005-B",6189,MD
1322537,"STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 05 3",6189,NY
1322538,"Impac CMB Trust Series 2005-3, Collateralized Asset - Backed Bonds, Series 2005-3",6189,CA
1322541,"IndyMac INDX Mortgage Loan Trust 2005-AR5",6189,CA
1322542,"IndyMac RAST 2005-A4",6189,CA
1322543,"Structured Asset Securities Corp. 2005-RMS1",6189,NY
1322544,"Structured Asset Securities Corp. Trust 2005-5",6189,NY
1322545,"CHL Mortgage Pass-Through Trust 2005-12",6189,CA
1322555,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2005-HE3",6189,NY
1322622,"STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN TRUST SERIES 2005-7",6189,NY
1322631,"MASTR Seasoned Securitization Trust 2005-1",6189,NY
1322632,"MASTR ALTERNATIVE LOAN TRUST 2005-3",6189,NY
1322637,"Structured Asset Investment Loan Trust 2005-3",6189,NY
1322680,"CHL Mortgage Pass-Through Trust 2005-9",6189,CA
1322694,"Principal Life Income Fundings Trust 2005-30",6189,IA
1322706,"Principal Life Income Fundings Trust 2005-31",6189,IA
1322711,"Principal Life Income Fundings Trust 2005-32",6189,IA
1322720,"Asset Backed Pass-Through Certificates, Series 2005-HE3",6189,NY
1322738,"Long Beach Mortgage Loan Trust 2005-2 Asset-Backed Certificates, Series 2005-2",6189,CA
1322743,"Structured Asset Securities Corp. Mortgage Loan Trust 2005-7XS",6189,NY
1322786,"Hartford Life Global Funding Trust 2005-044",6189,CT
1322792,"RASC Series 2005-KS3 Trust",6189,MN
1322838,"Hartford Life Global Funding Trust 2005-045",6189,CT
1322839,"AMERICREDIT AUTOMOBILE RECEIVABLES TRUST 2005-1",6189,TX
1322842,"Harford Life Global Funding Trust 2005-046",6189,CT
1322848,"Hartford Life Global Funding Trust 2005-047",6189,CT
1322849,"Opteum Mortgage Acceptance Corp Asset Backed Pass-Through Certificates, 2005-2",6189,NJ
1322943,"CARMAX AUTO OWNER TRUST 2005-1",6189,VA
1322967,"GSAMP Trust 2005-S1",6189,NY
1323004,"CSFB Mortgage-Backed Pass-Through Certificates, Series 2005-3",6189,NY
1323006,"LB-UBS Commercial Mortgage Trust 2005-C2",6189,NY
1323033,"Tennessee Commerce Bancorp, Inc.",6022,TN
1323051,"SRKP 2 INC",6770,CA
1323184,"Ford Credit Auto Owner Trust 2005-B",6189,MI
1323204,"KeyCorp Capital VIII",6021,OH
1323232,"SLM Private Credit Student Loan Trust 2005-A",6111,RI
1323260,"HSI ASSET SECURITIZATION CORP",6189,NY
1323315,"Nelnet Student Loan Trust 2005-2",6189,NE
1323372,"ABFC C-BASS Mortgage Loan Asset-Backed Certificates, Series 2005-CB2",6189,NC
1323373,"HarborView Mortgage Loan Trust 2005-2",6189,MD
1323395,"COMM 2005-LP5",6189,MA
1323396,"Bayview Financial Mortgage Pass-Through Certificates, Series 2005-B",6189,FL
1323419,"MERRILL LYNCH MORTGAGE INVESTORS OWNIT SERIES 2005-2",6189,NY
1323420,"Principal Life Income Fundings Trust 2005-33",6189,IA
1323432,"Capital Auto Receivables Asset Trust 2005-SN1",6189,DE
1323433,"Principal Life Income Fundings Trust 2005-34",6189,IA
1323440,"Vintage Wine Trust Inc",6798,CA
1323533,"Protective Life Secured Trust 2005-9",6189,DE
1323534,"Protective Life Secured Trust 2005-8",6189,DE
1323537,"Hartford Life Global Funding Trust 2005-048",6189,CT
1323577,"Hartford Life Global Funding Trust 2005-049",6189,CT
1323584,"Hartford Life Global Funding Trust 2005-050",6189,CT
1323598,"Bear Stearns Commercial Mortgage Securities Trust 2005-TOP18",6189,NY
1323648,"Community Bankers Trust Corp",6022,VA
1323661,"Confluence Acquisition Partners I, Inc.",6770,MO
1323730,"UPFC Auto Receivables Trust 2005-A",6189,NC
1323895,"Wells Fargo Asset Securities Corp Mortgage Pass-Through Certificates Series 2005-AR7",6189,MD
1323900,"STRUCTURED ASSET MORTGAGE INVESTMENTS II TRUST SERIES 2005-AR1",6189,NY
1323924,"BEACONSFIELD II INC",6770,NY
1323925,"BEACONSFIELD III INC",6770,NY
1324153,"Principal Life Income Fundings Trust 2005-35",6189,IA
1324177,"Principal Life Income Fundings Trust 2005-36",6189,IA
1324188,"Principal Life Income Fundings Trust 2005-37",6189,IA
1324233,"Protective Life Secured Trust 2005-10",6189,DE
1324289,"Hartford Life Global Funding Trust 2005-051",6189,CT
1324295,"Hartford Life Global Funding Trust 2005-052",6189,CT
1324296,"Hartford Life Global Funding Trust 2005-053",6189,CT
1324297,"Chardan North China Acquisition Corp",6770,CA
1324298,"Chardan South China Acquisition Corp",6770,CA
1324303,"GMACM Mortgage Loan Trust 2005-AR2",6189,MN
1324384,"Terwin Mortgage Trust Asset-Backed Certificates, Series TMTS 2005-6HE",6189,NY
1324400,"Argent Mortgage Loan Trust 2005-WI",6189,CA
1324402,"SABR TRUST 2005-FR1",6189,NY
1324403,"MERRILL LYNCH MORTGAGE INVESTORS TRUST SERIES 2005-HE1",6189,NY
1324410,"Guaranty Bancorp",6022,CO
1324436,"JPMorgan Chase Capital XXIV",6021,NY
1324438,"JPMorgan Chase Capital XXI",6021,NY
1324439,"JPMorgan Chase Capital XVIII",6021,NY
1324440,"JPMorgan Chase Capital XIX",6021,NY
1324441,"JPMorgan Chase Capital XX",6189,NY
1324528,"First Franklin Mortgage Loan Trust 2005-FF4",6189,CT
1324569,"Honda Auto Receivables 2005-2 Owner Trust",6189,CA
1324679,"New Century Home Equity Loan Trust 2005-2",6189,CA
1324711,"Washington Mutual Mortgage Pass-Through Certificates, WMALT Series 2005-3",6189,IL
1324712,"WaMu Mortgage Pass-Through Certificates, Series 2005-AR5",6189,IL
1324718,"IndyMac Indx Mortgage Loan Trust 2005-AR8",6189,CA
1324720,"Wells Fargo Asset Securities Corp Mortgage Pass-Through Certificates Series 2005-3",6189,MD
1324721,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2005-D",6189,NC
1324745,"Wachovia Bank Commercial Mortgage Trust Series 2005-C18",6189,NC
1324777,"IndyMac RAST 2005-A5",6189,CA
1324864,"Securitisation Advisory Services Medallion Trust Series 2005-2G",6189,C3
1324866,"Principal Life Income Fundings Trust 2005-38",6189,IA
1324867,"Principal Life Income Fundings Trust 2005-39",6189,IA
1324868,"Principal Life Income Fundings Trust 2005-40",6189,IA
1324873,"Caterpillar Financial Asset Trust 2005-A",6189,NV
1324874,"Chase Mortgage Finance Trust Series 2005-S1",6189,NJ
1324931,"Morgan Stanley ABS Capital I Inc. Trust 2005-NC2",6189,NY
1325021,"Washington Mutual MSC Mortgage Pass-Through Certificates, Series 2005-RA1",6189,IL
1325027,"MORTGAGEIT TRUST 2005-2, Mortgage-Backed Notes, Series 2005-2",6189,NY
1325049,"CWABS INC ASSET-BACKED CERTIFICATES TRUST 2005-BC2",6189,CA
1325055,"First Horizon Asset Sec Mort Pass Thr Certs Ser 2005-AR2",6189,TX
1325058,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2005-3",6189,TX
1325059,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2005-AA4",6189,TX
1325060,"First Horizon Asset Sec Mort Pass Thr Certs Ser 2005-FA4",6189,TX
1325078,"Hartford Life Global Funding Trust 2005-054",6189,CT
1325080,"Hartford Life Global Funding Trust 2005-055",6189,CT
1325087,"Hartford Life Global Funding Trust 2005-056",6189,CT
1325096,"WaMu Mortgage Pass-Through Certificates, Series 2005-AR6",6189,IL
1325113,"Wells Fargo Asset Securities Corp Mortgage Pass-Through Certificates Series 2005-AR9",6189,MD
1325146,"RALI Series 2005-QS4 Trust",6189,MN
1325154,"Permanent Financing (No. 8) PLC",6189,X0
1325171,"RALI Series 2005-QS5 Trust",6189,MN
1325177,"JAMES RIVER GROUP, INC",6331,NC
1325179,"NAAC Alternative Loan Trust, Series 2005 - AR2",6189,NY
1325180,"First Franklin Mortgage Loan Trust 2005-FF2",6189,NY
1325184,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2005-4 Trust",6189,NC
1325224,"Banc of America Alternative Loan Trust Mortgage Pass-Through Certificates Series 2005-4",6189,NC
1325237,"Provident Funding Mortgage Loan Trust 2005-1",6189,MD
1325238,"PEOPLES CHOICE HOME LOAN SECURITIES TRUST SERIES 2005-2",6189,CA
1325240,"First Franklin Mortgage Loan Trust 2005-FF5",6189,NC
1325242,"Home Equity Asset Trust 2005-3",6189,NY
1325264,"GMACM Mortgage Loan Trust 2005-AA1",6189,MN
1325276,"Wells Fargo Asset Securities Corp Mortgage Pass-Through Certificates Series 2005-5",6189,MD
1325289,"Stanwich Asset Acceptance CO LLC",6189,CT
1325318,"Sequoia Mortgage Trust 2005-3",6189,CA
1325320,"CHL Mortgage Pass-Through Trust 2005-HYB3",6189,CA
1325321,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2005-HE4",6189,NY
1325365,"Park Place Securities, Inc. Series 2005-WHQ2",6189,CA
1325366,"Ameriquest Mortgage Securities Inc. Series 2005-R3",6189,CA
1325375,"ACE Securities Corp Home Equity Trust 2005-HE3",6189,NC
1325405,"MASTR ASSET BACKED SECURITIES TRUST 2005-HE1",6189,NY
1325412,"Banc of America Funding Corp. 2005-C Trust",6189,MD
1325420,"MASTR ASSET BACKED SECURITIES TRUST 2005 WMC1",6189,NY
1325433,"RALI Series 2005-QA4 Trust",6189,MN
1325434,"IndyMac INDX Mortgage Loan Trust 2005-AR7",6189,CA
1325441,"CSFB ADJUSTABLE RATE MORTGAGE TRUST 2005-4",6189,NY
1325445,"ADVISORS REIT I, Inc",6798,KS
1325464,"ABFC Asset-Backed Certificates, Series 2005-WF1",6189,NC
1325465,"DSLA Mortgage Loan Trust 2005-AR2",6189,MD
1325515,"MERRILL LYNCH MORT INV TRUST SERIES MLCC Series 2005-1",6189,NY
1325517,"Bear Stearns Arm Trust 2005-3",6189,NY
1325524,"USB Capital VII",6021,MN
1325527,"USB Capital XIII",6189,MN
1325543,"USB Capital IX",6021,MN
1325546,"USB Capital XI",6021,MN
1325547,"USB Capital XII",6021,MN
1325548,"USB Capital X",6021,MN
1325594,"GSR Mortgage Loan Trust 2005-4F",6189,NY
1325619,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2005-AQ1",6189,NY
1325620,"Structured Asset Securities Corp 2005-S2",6189,NY
1325633,"Interstar Millennium Series 2005-1G Trust",6189,C3
1325635,"CHL MORTGAGE PASS-THROUGH TRUST 2005-13",6189,CA
1325670,"Southern National Bancorp of Virginia Inc",6022,VA
1325676,"Ceres Tactical Commodity L.P.",6221,NY
1325764,"Bear Stearns ALT-A Trust, Mortgage Pass-Through Certificates, Series 2005-4",6189,NY
1325785,"Structured Asset Securities Corp Trust 2005-6",6189,NY
1325802,"GreenPoint MTA Trust, Mortgage Pass-Through Certificates, Series 2005-AR1",6189,NY
1325814,"Federal Home Loan Bank of Des Moines",6111,IA
1325823,"Aleritas Capital Corp.",6153,KS
1325824,"GE Commercial Mortgage Corp Series 2005-C2",6189,CT
1325825,"Structured Asset Investment Loan Trust 2005-4",6189,NY
1325836,"SASCO Mortgage Loan Trust Series 2005-GEL2",6189,NY
1325837,"First Franklin Mortgage Loan Trust 2005-FF3",6189,NY
1325878,"Federal Home Loan Bank of Topeka",6111,KS
1325961,"Hartford Life Global Funding Trust 2005-057",6189,CT
1325963,"LEHMAN SARM 2005-5",6189,NY
1325965,"Hartford Life Global Funding Trust 2005-058",6189,CT
1325968,"LEHMAN SARM 2005-9",6189,NY
1325992,"OPTION ONE MORTGAGE LOAN TRUST 2005-2",6189,CA
1326021,"LEHMAN SARM 2005-11",6189,NY
1326028,"CSFB Mortgage-Backed Pass-Through Certificates Series 2005-4",6189,NY
1326030,"RASC Series 2005-KS4 Trust",6189,MN
1326101,"MAN-AHL 130, LLC",6221,IL
1326141,"Lazard Group LLC",6282,NY
1326166,"Carrington Mortgage Loan Trust 2005-NC2",6189,NY
1326169,"CARRINGTON MORTGAGE LOAN TRUST INC SERIES 2005-OPT2",6189,NY
1326203,"Asset Backed Pass-Through Certificates, Series 2005-HE4",6189,NY
1326243,"RALI Series 2005-QA5 Trust",6189,MN
1326244,"Morgan Stanley ABS Capital I Inc. Trust 2005-WMC3",6189,NY
1326250,"Southern Trust Securities Holding Corp",6200,FL
1326284,"RAMP Series 2005-RS4 Trust",6189,MN
1326291,"Fremont Home Loan Trust 2005-B",6189,CA
1326321,"AEI Income & Growth Fund 26 LLC",6500,MN
1326355,"SRKP 3, INC",6770,CA
1326387,"CSFB Home Equity Pass-Through Certificates, Series 2005-AGE1",6189,NY
1326412,"IndyMac Indx Mortgage Loan Trust 2005-AR10",6189,CA
1326555,"Principal Life Income Fundings Trust 2005-41",6189,IA
1326556,"Principal Life Income Fundings Trust 2005-42",6189,IA
1326557,"IMH ASSETS CORP., COLLATERALIZED ASSET-BACKED BONDS, SERIES 2005-4",6189,CA
1326558,"Principal Life Income Fundings Trust 11",6189,IA
1326579,"NYSE Group, Inc.",6200,X1
1326658,"SLM Student Loan Trust 2005-4",6189,VA
1326710,"SHANGHAI CENTURY ACQUISITION CORP",6770,F4
1326717,"CSFB COMMERCIAL MORT PASS THR CERT 2005-C2",6189,NY
1326729,"Hartford Life Global Funding Trust 2005-059",6189,CT
1326760,"Hartford Life Global Funding Trust 2005-060",6189,CT
1326771,"Federal Home Loan Bank of Cincinnati",6111,OH
1326785,"Midlantic Office Trust, Inc.",6512,MD
1326807,"Investors Bancorp Inc",6035,NJ
1326818,"First NLC Trust 2005-1",6189,VA
1326819,"Origen Manufactured Housing Contract Trust Collateralized Notes, Series 2005-A",6189,MI
1326845,"Wachovia Mortgage Loan Trust, LLC",6189,NC
1326872,"GSAMP Trust 2005-S2",6189,NY
1326874,"Soundview Home Loan Trust 2005-OPT1",6189,CT
1326881,"Triad Automobile Receivables Trust 2005-A",6189,CA
1326895,"Belvedere Trust Mortgage CORP",6798,CA
1326906,"MOIXA III, INC.",6531,MA
1326923,"MASTR Asset Backed Securities Trust 2005-OPT1",6189,NY
1326959,"Key Hospitality Acquisition CORP",6770,NJ
1327058,"Popular ABS Mortgage Pass-Through Trust 2005-A",6189,DE
1327068,"United States Oil Fund, LP",6221,CA
1327080,"Protective Life Secured Trust 2005-B",6189,DE
1327109,"MERRILL LYNCH MORTGAGE INVESTORS, INC. SURF ASSET-BACKED CERTIFICATES SERIES 2005-AB1",6189,NY
1327122,"Wells Fargo Asset Securities Corp Mortgage Pass-Through Certificates Series 2005-AR11",6189,MD
1327137,"PRINCIPAL LIFE INCOME FUNDINGS TRSUT 2005-43",6321,IA
1327139,"PRINCIPAL LIFE INCOME FUNDINGS TRSUT 2005-44",6321,IA
1327215,"PRINCIPAL LIFE INCOME FUNDINGS TRSUT 2005-45",6321,IA
1327283,"Bears Stearns Asset Backed Securities Trust 2005-SD2",6189,NY
1327362,"Wells Fargo Asset Securities Corp Mortgage Pass-Through Certificates Series 2005-AR8",6189,MD
1327381,"Soundview Home Loan Trust 2005 DO-1 Asset Backed Certificates,Series",6189,CT
1327386,"Nomura Home Equity Loan, Inc.",6189,NY
1327444,"Capital One Auto Finance Trust 2005-B-SS",6189,VA
1327456,"Wachovia Auto Owner Trust 2005-A",6189,NC
1327457,"DAIMLERCHRYSLER AUTO TRUST 2005-B",6189,MI
1327483,"Hartford Life Global Funding Trust 2005-061",6189,CT
1327484,"Wells Fargo Asset Securities Corp Mortgage Pass-Through Certificates Series 2005-AR10",6189,MD
1327499,"Hartford Life Global Funding Trust 2005-061",6189,CT
1327524,"Hartford Life Global Funding Trust 2005-062",6189,CT
1327541,"Hartford Life Global Funding Trust 2005-063",6189,CT
1327603,"Vestin Realty Mortgage II, Inc",6798,NV
1327613,"SPECIALTY UNDERWRITING & RESIDENTIAL FINANCE TRUST, SERIES 2005-BC2",6189,NY
1327857,"GS Mortgage Securities Corp., Asset-Backed Certificates, Series 2005-5",6189,NY
1327893,"National Collegiate Student Loan Trust 2005-2",6189,MA
1327948,"GRACECHURCH CARD FUNDING (NO. 8) PLC",6189,X0
1327978,"Dividend Capital Diversified Property Fund Inc.",6798,CO
1328058,"PRINCIPAL LIFE INCOME FUNDINGS TRUST 2005-46",6189,IA
1328063,"PRINCIPAL LIFE INCOME FUNDINGS TRUST 2005-47",6189,IA
1328064,"PRINCIPAL LIFE INCOME FUNDINGS TRUST 2005-48",6189,IA
1328091,"TABERNA REALTY FINANCE TRUST",6798,PA
1328096,"GMAC Commercial Mortgage Securities, Inc. Series 2005-C1 Trust",6189,PA
1328114,"PHHMC MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2005-3",6189,NJ
1328160,"DSLA Mortgage Loan Trust 2005-AR3",6189,MD
1328194,"Protective Life Secured Trust 2005-12",6189,DE
1328195,"Protective Life Secured Trust 2005-11",6189,DE
1328199,"ACE Securities Corp Home Equity Loan Trust 2005-RM2",6189,NC
1328208,"Golden Gate Homes, Inc.",6531,NY
1328222,"Washington Mutual Mortgage Pass-Through Certificates, WMALT 2005-4",6189,IL
1328223,"Morgan Stanley ABS Capital I Inc. IXIS MOR CAP TR 2005-HE2",6189,NY
1328228,"Morgan Stanley Home Equity Loan Trust 2005-2",6189,NY
1328230,"NISSAN AUTO RECEIVABLES 2005-B OWNER TRUST",6189,CA
1328237,"PowerShares DB Commodity Index Tracking Fund",6221,IL
1328239,"DB Commodity Index Tracking Master Fund",6221,NY
1328300,"Vestin Realty Mortgage I, Inc.",6798,NV
1328307,"Star Maritime Acquisition Corp.",6770,DE
1328321,"SG Mortgage Securities, LLC",6189,NY
1328325,"Hartford Life Global Funding Trust 2005-064",6189,CT
1328387,"Harley-Davidson Motorcycle Trust 2005-2",6189,NV
1328389,"Hartford Life Global Funding Trust 2005-065",6189,CT
1328390,"Asset-Backed Pass-Through Certificates, Series 2005-R4",6189,CA
1328392,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2005-E",6189,NC
1328401,"Morgan Stanley ABS Capital I Inc. Trust 2005-WMC4",6189,NY
1328402,"First Horizon Asset Sec Mort Pass Thr Certs Ser 2005-AA5",6189,TX
1328403,"Accredited Mortgage Loan Trust 2005-2",6189,MD
1328404,"RALI Series 2005-Q56 Trust",6189,MN
1328418,"Banc of America Alternative Loan Trust Mortgage Pass-Through Certificates Series 2005-5",6189,NC
1328419,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2005-5 Trust",6189,NC
1328436,"Park Place Securities Inc. Asset Backed Pass Through Certificates Series 2005-WHQ3",6189,CA
1328438,"RFMSI Series 2005-S4 Trust",6189,MN
1328455,"DG Acquisition Corp.",6770,NY
1328469,"NovaStar Mortgage Funding Trust, Series 2005-2",6189,KS
1328470,"CHL MORTGAGE PASS-THROUGH TRUST 2005-14",6189,CA
1328474,"RFMSI Series 2005-SA2 Trust",6189,MN
1328475,"GSAMP Trust 2005-AHL",6189,NY
1328476,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2005-HE5",6189,NY
1328477,"GMACM MORTGAGE LOAN TRUST 2005-AR3",6189,MN
1328494,"InterAmerican Acquisition Group Inc",6770,CA
1328517,"JPMorgan Chase Commercial Mortgage Securities Corp. Series 2005-LDP2",6189,MA
1328518,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2005-TC1",6189,NY
1328519,"RALI Series 2005-QA6 Trust",6189,MN
1328520,"NAAC Alternative Loan Trust, Series 2005-WF1",6189,NY
1328521,"MERRILL LYNCH MORTGAGE INVESTORS TRUST, SERIES 2005-A3",6189,NY
1328523,"RAMP Series 2005-RS5 Trust",6189,MN
1328524,"RASC Series 2005-KS5 Trust",6189,MN
1328557,"BellaVista Mortage Trust 2005-2",6189,CA
1328593,"J.P. Morgan Mortgage Trust 2005-A3",6189,NY
1328594,"Bear Stearns ALT-A Trust, Series 2005-5",6189,NY
1328595,"Wells Fargo Asset Securities Corp Mortgage Pass-Through Certificates Series 2005-AR13",6189,MD
1328596,"GSR Mortgage Loan Trust 2005-5F",6189,NY
1328598,"CURRENCYSHARES EURO TRUST",6221,MD
1328601,"AmeriCredit Automobile Receivables Trust 2005-B-M",6189,TX
1328684,"HomeBanc Mortgage Trust 2005-3",6189,GA
1328710,"CSFB Adjustable Rate Mortgage Trust 2005-5",6189,NY
1328713,"Soundview Home Loan Trust 2005-2",6189,CT
1328720,"MASTR Asset Securitization Trust 2005-1",6189,NY
1328721,"SASCO Mortgage Pass Through Certificates, Series 2005-NC2",6189,NY
1328722,"ENCORE CREDIT RECEIVABLES TRUST 2005-2",6189,CA
1328723,"RAMP Series 2005-EFC1 Trust",6189,MN
1328725,"FIRST FRANKLIN MORTGAGE LOAN TRUST, SERIES 2005-FF6",6189,NY
1328726,"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2005-WF2",6189,NY
1328760,"PRINCIPAL LIFE INCOME FUNDINGS TRUST 2005-49",6189,IA
1328791,"Strategic Defense Alliance Corp.",6770,CT
1328796,"First Franklin Mortgage Loan Trust, Series 2005-FFH1",6189,NY
1328797,"MERRILL LYNCH MORTGAGE INVESTORS TRUST SERIES 2005-WMC2",6189,NY
1328799,"PRINCIPAL LIFE INCOME FUNDINGS TRUST 2005-50",6189,IA
1328800,"PRINCIPAL LIFE INCOME FUNDINGS TRUST 2005-51",6189,IA
1328801,"ChaseFlex Trust Series 2005-2",6189,NJ
1328811,"Structured Asset Investment Loan Trust 2005-5",6189,NY
1328812,"Park Place Securities, Inc. Series 2005-WCW1",6189,CA
1328821,"GSAA Home Equity Trust 2005-6",6189,NY
1328823,"HarborView Mortgage Loan Trust 2005-3",6189,MD
1328828,"Bear Stearns Asset Backed Securities I Trust 2005-AC3",6189,NY
1328829,"Structured Asset Mortgage Investments II Trust 2005-AR2",6189,NY
1328831,"Structured Asset Mortgage Investments II Trust 2005-AR2",6189,NY
1328841,"HarborView Mortgage Loan Trust 2005-4",6189,MD
1328842,"MASTR ALTERNATIVE LOAN TRUST 2005-4",6189,NY
1328843,"GSR Mortgage Loan Trust 2005-AR3",6189,NY
1328845,"CAPITAL AUTO RECEIVABLES ASSET TRUST 2005-1",6189,DE
1328846,"Bear Stearns Asset Backed Securities Trust 2005-2",6189,NY
1328853,"MERRILL LYNCH MORTGAGE INVESTORS TRUST SERIES MLCC 2005-B",6189,NY
1328868,"Pharmamatrix Acquisition CORP",6770,FL
1328881,"Protective Life Secured Trust 2005-13",6189,DE
1328928,"STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN TRUST SERIES 2005-14",6189,NY
1328929,"STRUCTURED ADJUSTABLE RATE MORTGATE",6189,NY
1328932,"RAAC Series 2005-SP1 Trust",6189,MN
1328933,"STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN TRUST SERIES 2005-12",6189,NY
1328935,"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2005-10",6189,NY
1328936,"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2005-11H",6189,NY
1328938,"IndyMac Indx Mortgage Loan Trust 2005-AR9",6189,CA
1328945,"IndyMac MBS, Inc. Residential Asset Securitization Trust 2005-A6CB",6189,CA
1328951,"LOAN TRUST SERIES 2005-10",6189,NY
1328952,"STRUCTURED ADJUSTABLE RATE MORTGAGE",6189,NY
1328967,"IndyMac MBS, Inc. Residential Asset Securitization Trust 2005-A7",6189,CA
1328968,"Bear Stearns Commercial Mortgage Securities Trust 2005-PWR8",6189,NY
1328983,"SABR TRUST 2005-FR2",6189,NY
1328989,"STRATS(SM) Trust For Goldman Sachs Capital I Securities, Series 2005-1",6189,NC
1328990,"Structured Asset Securities Corp. 2005-9XS",6189,NY
1328994,"GreenPoint MTA Trust 2005-AR2",6189,NY
1328999,"ADAGIO ACQUISITION I, INC",6770,NY
1329000,"ADAGIO ACQUISITION II ,INC",6770,NY
1329001,"ADAGIO ACQUISITION III, INC",6770,NY
1329011,"Apple REIT Seven, Inc.",6798,VA
1329037,"Hartford Life Global Funding Trust 2005-066",6189,CT
1329054,"Hartford Life Global Funding Trust 2005-067",6189,CT
1329090,"Hartford Life Global Funding Trust 2005-068",6189,CT
1329095,"CSFB Mortgage-Backed Pass-Through Certificates, Series 2005-5",6189,NY
1329096,"Aames Mortgage Investment Trust 2005-2",6189,CA
1329097,"MERRILL LYNCH MORTGAGE INVESTORS TRUST, SERIES 2005-A4",6189,NY
1329106,"Banc of America Funding 2005-3 Trust",6189,MD
1329192,"GS Mortgage Securities Corp. II Series 2005-GG4",6189,NY
1329209,"Saxon Asset Securities Trust 2005-2",6189,VA
1329268,"United China Acquisitions I Corp.",6770,NJ
1329283,"Irwin Whole Loan Home Equity Trust 2005-B",6189,NY
1329284,"Asset Backed Pass-Through Certificates, Series WMC 2005-HE5",6189,NY
1329285,"Chase Auto Owner Trust 2005-A",6189,DE
1329286,"ABFC 2005-AQ1 Trust",6189,NC
1329350,"Principal Life Income Fundings Trust 2005-52",6189,IA
1329351,"SLC Student Loan Trust 2005-1",6189,CT
1329355,"Principal Life Income Fundings Trust 2005-53",6189,IA
1329356,"Principal Life Income Fundings Trust 12",6189,IA
1329361,"Alpha Security Group CORP",6770,NY
1329385,"CB Financial CORP",6022,NC
1329400,"Protective Life Secured Trust 2005-14",6189,DE
1329453,"Banc of America Commercial Mortgage Inc., Series 2005-2",6189,NC
1329454,"IndyMac Indx Mortgage Loan Trust 2005-AR12",6189,CA
1329468,"Ford Credit Floorplan Master Owner Trust A Series 2005-1",6189,MI
1329497,"American Home Mortgage Assets LLC",6189,NY
1329517,"WATERSTONE FINANCIAL INC",6035,WI
1329549,"Liberator BDC Inc.",6770,CT
